site,year,month,day,replicate,rep.loc,set.time,net.size,success,species,stage,abundance,num.est,notes,entered,checked
hdo,2017,5,25,2,0,838,11,1,stsc,3,6,n/a,,gsb,kdb
hdo,2017,5,25,2,0,838,11,1,kegr,3,1,n/a,,gsb,kdb
hdo,2017,5,25,2,0,838,11,1,ling,3,2,n/a,,gsb,kdb
hdo,2017,5,25,2,0,838,11,1,tisc,3,1,n/a,,gsb,kdb
chp,2017,5,25,1,0,614,11,1,stpe,3,3,n/a,,gsb,kdb
chp,2017,5,25,1,0,614,11,1,byro,3,4,n/a,,gsb,kdb
chp,2017,5,25,1,0,614,11,1,pink,3,2,n/a,,gsb,kdb
chp,2017,5,25,1,0,614,11,1,busc,3,3,n/a,,gsb,kdb
chp,2017,5,25,1,0,614,11,1,pegu,3,2,n/a,,gsb,kdb
chp,2017,5,25,1,0,614,11,1,kegr,3,3,n/a,,gsb,kdb
chp,2017,5,25,1,0,614,11,1,kegr,3,3,n/a,,gsb,kdb
chp,2017,5,25,1,0,614,11,1,shpe,2,1,n/a,,gsb,kdb
chp,2017,5,25,1,0,614,11,1,coro,3,1,n/a,,gsb,kdb
chp,2017,5,25,1,0,614,11,1,cabe,3,1,n/a,,gsb,kdb
chp,2017,5,25,1,0,614,11,1,tisc,3,1,n/a,,gsb,kdb
chp,2017,5,25,1,0,614,11,1,enso,3,3,n/a,,gsb,kdb
chp,2017,5,25,1,0,614,11,1,sand,3,1,n/a,,gsb,kdb
chp,2017,5,25,2,40,638,11,1,pasa,3,14,n/a,,gsb,kdb
chp,2017,5,25,2,40,638,11,1,shpe,2,11,n/a,,gsb,kdb
chp,2017,5,25,2,40,638,11,1,byro,3,7,n/a,,gsb,kdb
chp,2017,5,25,2,40,638,11,1,bapi,3,1,n/a,,gsb,kdb
chp,2017,5,25,2,40,638,11,1,sisc,3,1,n/a,,gsb,kdb
chp,2017,5,25,2,40,638,11,1,coro,3,3,n/a,,gsb,kdb
chp,2017,5,25,2,40,638,11,1,ling,3,1,n/a,,gsb,kdb
chp,2017,5,25,2,40,638,11,1,kegr,3,2,n/a,,gsb,kdb
chp,2017,5,25,2,40,638,11,1,kegr,3,3,n/a,,gsb,kdb
chp,2017,5,25,2,40,638,11,1,stpe,3,1,n/a,,gsb,kdb
chp,2017,5,25,2,40,638,11,1,pegu,3,4,n/a,,gsb,kdb
chp,2017,5,25,2,40,638,11,1,cabe,3,2,n/a,,gsb,kdb
chp,2017,5,25,2,40,638,11,1,coso,3,1,n/a,,gsb,kdb
chp,2017,5,25,2,40,638,11,1,crgu,3,2,n/a,,gsb,kdb
chp,2017,5,25,2,40,638,11,1,smsc,3,1,n/a,,gsb,kdb
chp,2017,5,25,2,40,638,11,1,enso,3,2,n/a,,gsb,kdb
ssp,2017,5,26,1,200,758,22,1,shpe,2,20,n/a,,kdb,ben
ssp,2017,5,26,1,200,758,22,1,enso,3,68,n/a,,kdb,ben
ssp,2017,5,26,1,200,758,22,1,paco,3,3,n/a,,kdb,ben
ssp,2017,5,26,1,200,758,22,1,byro,3,3,n/a,,kdb,ben
ssp,2017,5,26,1,200,758,22,1,pasa,3,125,n/a,,kdb,ben
ssp,2017,5,26,1,200,758,22,1,kegr,3,1,n/a,,kdb,ben
ssp,2017,5,26,1,200,758,22,1,sand,3,106,n/a,,kdb,ben
ssp,2017,5,26,1,200,758,22,1,bapi,3,4,n/a,,kdb,ben
ssp,2017,5,26,1,200,758,22,1,cabe,3,2,n/a,,kdb,ben
ssp,2017,5,26,1,200,758,22,1,coro,3,6,n/a,,kdb,ben
ssp,2017,5,26,1,200,758,22,1,sisc,3,5,n/a,,kdb,ben
ssp,2017,5,26,1,200,758,22,1,stsc,3,1,n/a,,kdb,ben
ssp,2017,5,26,1,200,758,22,1,qbro,3,1,n/a,,kdb,ben
ssp,2017,5,26,1,200,758,22,1,kegr,3,15,n/a,,kdb,ben
ssp,2017,5,26,1,200,758,22,1,pegu,3,1,n/a,,kdb,ben
ssp,2017,5,26,1,200,758,22,1,ling,3,1,n/a,,kdb,ben
ssp,2017,5,26,1,200,758,22,1,tube,3,1,n/a,,kdb,ben
ssp,2017,5,26,1,200,758,22,1,reil,3,2,n/a,,kdb,ben
ssp,2017,5,26,1,200,758,22,1,kegr,3,2,n/a,,kdb,ben
ssp,2017,5,26,1,200,758,22,1,smsc,3,1,n/a,,kdb,ben
ssp,2017,5,26,2,20,830,22,1,sand,3,50000,n/a,,kdb,ben
ssp,2017,5,26,2,20,830,22,1,herr,0,1000,n/a,,kdb,ben
ssp,2017,5,26,2,20,830,22,1,herr,3,1,n/a,,kdb,ben
ssp,2017,5,26,2,20,830,22,1,pasa,3,30,n/a,,kdb,ben
ssp,2017,5,26,2,20,830,22,1,saso,3,4,n/a,,kdb,ben
ssp,2017,5,26,2,20,830,22,1,enso,3,30,n/a,,kdb,ben
wfb,2017,5,26,1,200,648,22,1,herr,1,100,n/a,,kdb,ben
wfb,2017,5,26,1,200,648,22,1,herr,3,20,n/a,,kdb,ben
wfb,2017,5,26,1,200,648,22,1,sand,3,430,n/a,,kdb,ben
wfb,2017,5,26,1,200,648,22,1,sand,1,10045,n/a,,kdb,ben
wfb,2017,5,26,1,200,648,22,1,pink,3,24,n/a,,kdb,ben
wfb,2017,5,26,1,200,648,22,1,enso,3,4,n/a,,kdb,ben
wfb,2017,5,26,1,200,648,22,1,stfl,3,4,n/a,,kdb,ben
wfb,2017,5,26,1,200,648,22,1,pasa,3,3,n/a,,kdb,ben
wfb,2017,5,26,1,200,648,22,1,saso,3,2,n/a,,kdb,ben
wfb,2017,5,26,1,200,648,22,1,stsc,3,1,n/a,,kdb,ben
ppo,2017,6,11,1,0,758,11,1,bapi,3,16,n/a,,,ben
ppo,2017,6,11,1,0,758,11,1,tisc,3,37,n/a,,,ben
ppo,2017,6,11,1,0,758,11,1,enso,3,9,n/a,,,ben
ppo,2017,6,11,1,0,758,11,1,sand,3,2,n/a,,,ben
ppo,2017,6,11,1,0,758,11,1,pasa,3,10,n/a,,,ben
ppo,2017,6,11,1,0,758,11,1,pypo,3,1,n/a,,,ben
ppo,2017,6,11,2,50,818,11,2,tisc,3,2,n/a,,,ben
ppo,2017,6,11,2,50,818,11,2,enso,3,2,n/a,,,ben
ppo,2017,6,11,2,50,818,11,2,pasa,3,2,n/a,,,ben
ppo,2017,6,11,2,50,818,11,2,sand,3,1,n/a,,,ben
pba,2017,6,11,1,0,903,11,1,bapi,3,2,n/a,,,ben
pba,2017,6,11,1,0,903,11,1,thst,3,60,n/a,,,ben
pba,2017,6,11,1,0,903,11,1,shpe,2,6,n/a,,,ben
pba,2017,6,11,1,0,903,11,1,pasa,3,11,n/a,,,ben
pba,2017,6,11,1,0,903,11,1,enso,3,26,n/a,,,ben
pba,2017,6,11,1,0,903,11,1,ling,3,1,n/a,,,ben
pba,2017,6,11,1,0,903,11,1,tisc,3,2,n/a,,,ben
pba,2017,6,11,1,0,903,11,1,bago,3,3,n/a,,,ben
pba,2017,6,11,1,0,903,11,1,paco,3,2,n/a,,,ben
pba,2017,6,11,2,70,924,11,1,pasa,3,28,n/a,,,ben
pba,2017,6,11,2,70,924,11,1,bapi,3,37,n/a,,,ben
pba,2017,6,11,2,70,924,11,1,thst,3,33,n/a,,,ben
pba,2017,6,11,2,70,924,11,1,tisc,3,25,n/a,,,ben
pba,2017,6,11,2,70,924,11,1,enso,3,34,n/a,,,ben
pba,2017,6,11,2,70,924,11,1,busc,3,1,n/a,,,ben
pba,2017,6,11,2,70,924,11,1,tube,3,1,n/a,,,ben
pba,2017,6,11,2,70,924,11,1,paco,3,1,n/a,,,ben
pba,2017,6,11,2,70,924,11,1,bago,3,1,n/a,,,ben
pba,2017,6,11,2,70,924,11,1,crgu,3,3,n/a,,,ben
pba,2017,6,11,2,70,924,11,1,tube,3,1,n/a,,,ben
pba,2017,6,11,2,70,924,11,1,smsc,3,1,n/a,,,ben
pba,2017,6,11,2,70,924,11,1,stsc,3,26,n/a,,,ben
chp,2017,6,12,1,5,830,11,1,pink,3,1,n/a,,nap,ben
chp,2017,6,12,1,5,830,11,1,tisc,3,33,n/a,,nap,ben
chp,2017,6,12,1,5,830,11,1,byro,3,5,n/a,,nap,ben
chp,2017,6,12,1,5,830,11,1,kepe,3,1,n/a,,nap,ben
chp,2017,6,12,1,5,830,11,1,shpe,2,11,n/a,,nap,ben
chp,2017,6,12,1,5,830,11,1,pasa,3,8,n/a,,nap,ben
chp,2017,6,12,1,5,830,11,1,enso,3,16,n/a,,nap,ben
chp,2017,6,12,1,5,830,11,1,kegr,3,2,n/a,,nap,ben
chp,2017,6,12,1,5,830,11,1,slsn,3,1,n/a,,nap,ben
chp,2017,6,12,1,5,830,11,1,stpe,3,1,n/a,,nap,ben
chp,2017,6,12,1,5,830,11,1,coro,3,1,n/a,,nap,ben
chp,2017,6,12,1,5,830,11,1,busc,3,6,n/a,,nap,ben
chp,2017,6,12,1,5,830,11,1,cqbr,3,1,n/a,,nap,ben
chp,2017,6,12,1,5,830,11,1,sand,3,1,n/a,,nap,ben
chp,2017,6,12,1,5,830,11,1,cabe,3,2,n/a,,nap,ben
chp,2017,6,12,2,40,845,11,1,unsc,3,20,n/a,,nap,ben
chp,2017,6,12,2,40,845,11,1,coso,3,1,n/a,,nap,ben
chp,2017,6,12,2,40,845,11,1,byro,3,3,n/a,,nap,ben
chp,2017,6,12,2,40,845,11,1,tisc,3,1,n/a,,nap,ben
chp,2017,6,12,2,40,845,11,1,busc,3,1,n/a,,nap,ben
chp,2017,6,12,2,40,845,11,1,kegr,3,1,n/a,,nap,ben
chp,2017,6,12,2,40,845,11,1,pasa,3,4,n/a,,nap,ben
chp,2017,6,12,2,40,845,11,1,cqbr,3,1,n/a,,nap,ben
chp,2017,6,12,2,40,845,11,1,coro,3,1,n/a,,nap,ben
chp,2017,6,12,2,40,845,11,1,shpe,2,2,n/a,,nap,ben
hdo,2017,6,12,1,50,1000,11,1,stsc,3,30,n/a,,nap,ben
hdo,2017,6,12,1,50,1000,11,1,rosc,3,1,n/a,,nap,ben
hdo,2017,6,12,1,50,1000,11,1,bapi,3,75,n/a,,nap,ben
hdo,2017,6,12,1,50,1000,11,1,pasa,3,48,n/a,,nap,ben
hdo,2017,6,12,1,50,1000,11,1,shpe,2,21,n/a,,nap,ben
hdo,2017,6,12,1,50,1000,11,1,tomc,3,2,n/a,,nap,ben
hdo,2017,6,12,1,50,1000,11,1,kegr,3,3,n/a,,nap,ben
hdo,2017,6,12,1,50,1000,11,1,enso,3,30,n/a,,nap,ben
hdo,2017,6,12,1,50,1000,11,1,coso,3,1,n/a,,nap,ben
hdo,2017,6,12,1,50,1000,11,1,ling,3,4,n/a,,nap,ben
hdo,2017,6,12,1,50,1000,11,1,stfl,3,1,n/a,,nap,ben
hdo,2017,6,12,1,50,1000,11,1,unpo,3,1,n/a,,nap,ben
hdo,2017,6,12,2,100,1030,11,1,stsc,3,9,n/a,,nap,ben
hdo,2017,6,12,2,100,1030,11,1,pasa,3,44,n/a,,nap,ben
hdo,2017,6,12,2,100,1030,11,1,tisc,3,1,n/a,,nap,ben
hdo,2017,6,12,2,100,1030,11,1,enso,3,37,n/a,,nap,ben
hdo,2017,6,12,2,100,1030,11,1,bapi,3,4,n/a,,nap,ben
hdo,2017,6,12,2,100,1030,11,1,ling,3,1,n/a,,nap,ben
wfb,2017,6,13,1,50,900,22,1,sand,3,285,250,,nap,ben
wfb,2017,6,13,1,50,900,22,1,stfl,3,12,n/a,,nap,ben
wfb,2017,6,13,1,50,900,22,1,pink,3,74,n/a,,nap,ben
wfb,2017,6,13,1,50,900,22,1,enso,3,57,n/a,,nap,ben
wfb,2017,6,13,1,50,900,22,1,pasa,3,98,n/a,,nap,ben
wfb,2017,6,13,1,50,900,22,1,saso,3,61,n/a,,nap,ben
wfb,2017,6,13,1,50,900,22,1,shpe,2,3,n/a,,nap,ben
wfb,2017,6,13,2,250,920,22,1,sand,3,400,400,,nap,ben
wfb,2017,6,13,2,250,920,22,1,enso,3,20,20,,,ben
wfb,2017,6,13,2,250,920,22,1,pasa,3,34,34,,,ben
wfb,2017,6,13,2,250,920,22,1,saso,3,21,21,,,ben
wfb,2017,6,13,2,250,920,22,1,pink,3,43,40,,nap,ben
wfb,2017,6,13,2,250,920,22,1,stfl,3,1,n/a,,nap,ben
wfb,2017,6,13,2,250,920,22,1,repe,3,7,n/a,,nap,ben
wfb,2017,6,13,2,250,920,22,1,stsc,3,1,n/a,,nap,ben
wfb,2017,6,13,2,250,920,22,1,chin,3,1,n/a,,nap,ben
wfb,2017,6,13,2,250,920,22,1,susm,3,6,n/a,,nap,ben
ssp,2017,6,13,1,60,1020,22,1,sand,3,373,335,,nap,ben
ssp,2017,6,13,1,60,1020,22,1,pink,3,190,150,,nap,ben
ssp,2017,6,13,1,60,1020,22,1,stfl,3,4,n/a,,nap,ben
ssp,2017,6,13,1,60,1020,22,1,shpe,2,40,n/a,,nap,ben
ssp,2017,6,13,1,60,1020,22,1,stpe,3,11,n/a,,nap,ben
ssp,2017,6,13,1,60,1020,22,1,enso,3,84,n/a,,nap,ben
ssp,2017,6,13,1,60,1020,22,1,pasa,3,20,n/a,,nap,ben
ssp,2017,6,13,1,60,1020,22,1,saso,3,33,n/a,,nap,ben
ssp,2017,6,13,1,60,1020,22,1,byro,3,2,n/a,,nap,ben
ssp,2017,6,13,1,60,1020,22,1,coro,3,2,n/a,,nap,ben
ssp,2017,6,13,1,60,1020,22,1,cqbr,3,3,n/a,,nap,ben
ssp,2017,6,13,1,60,1020,22,1,stsc,3,1,n/a,,nap,ben
ssp,2017,6,13,1,60,1020,22,1,kegr,3,2,n/a,,nap,ben
ssp,2017,6,13,1,60,1020,22,1,cabe,3,1,n/a,,nap,ben
ssp,2017,6,13,1,60,1020,22,1,busc,3,1,n/a,,nap,ben
ssp,2017,6,13,2,300,1045,22,1,stfl,3,2,n/a,,nap,ben
ssp,2017,6,13,2,300,1045,22,1,enso,3,104,n/a,,,ben
ssp,2017,6,13,2,300,1045,22,1,pasa,3,24,n/a,,,ben
ssp,2017,6,13,2,300,1045,22,1,saso,3,22,n/a,,,ben
wfb,2017,7,8,1,180,650,22,1,chin,3,1,n/a,,kdb,nap
wfb,2017,7,8,1,180,650,22,1,herr,3,3,n/a,,kdb,nap
wfb,2017,7,8,1,180,650,22,1,saso,3,23,5,,kdb,nap
wfb,2017,7,8,1,180,650,22,1,pasa,3,28,6,,kdb,nap
wfb,2017,7,8,1,180,650,22,1,sand,3,5052,52,,kdb,nap
wfb,2017,7,8,1,180,650,22,1,enso,3,39,9,,kdb,nap
wfb,2017,7,8,1,180,650,22,1,stsc,3,4,n/a,,kdb,nap
wfb,2017,7,8,1,180,650,22,1,unfl,3,1,n/a,,kdb,nap
wfb,2017,7,8,2,25,714,22,1,stfl,3,1,n/a,,kdb,nap
wfb,2017,7,8,2,25,714,22,1,saso,3,3,2,,kdb,nap
wfb,2017,7,8,2,25,714,22,1,sand,3,217,200,,kdb,nap
wfb,2017,7,8,2,25,714,22,1,pasa,3,43,22,,kdb,nap
wfb,2017,7,8,2,25,714,22,1,susm,3,4,n/a,,kdb,nap
wfb,2017,7,8,2,25,714,22,1,enso,3,17,8,,kdb,nap
wfb,2017,7,8,2,25,714,22,1,herr,3,132,50,,kdb,nap
wfb,2017,7,8,2,25,714,22,1,pink,3,8,n/a,,kdb,nap
ssp,2017,7,8,1,200,818,22,1,pasa,3,114,65,,kdb,nap
ssp,2017,7,8,1,200,818,22,1,enso,3,408,233,,kdb,nap
ssp,2017,7,8,1,200,818,22,1,shpe,2,3,n/a,,kdb,nap
ssp,2017,7,8,1,200,818,22,1,saso,3,2,1,,kdb,nap
ssp,2017,7,8,1,200,818,22,1,cqbr,3,5,n/a,,kdb,nap
ssp,2017,7,8,1,200,818,22,1,sand,3,194,150,,kdb,nap
ssp,2017,7,8,1,200,818,22,1,herr,3,2,n/a,,kdb,nap
ssp,2017,7,8,1,200,818,22,1,pegu,3,1,n/a,,kdb,nap
ssp,2017,7,8,1,200,818,22,1,ling,3,1,n/a,,kdb,nap
ssp,2017,7,8,1,200,818,22,1,stsc,3,1,n/a,,kdb,nap
ssp,2017,7,8,1,200,818,22,1,stfl,3,1,n/a,,nap,nap
ssp,2017,7,8,1,200,818,22,1,paco,3,1,n/a,,kdb,nap
ssp,2017,7,8,1,200,818,22,1,kegr,3,1,n/a,,kdb,nap
ssp,2017,7,8,2,60,838,22,1,enso,3,28,n/a,,kdb,nap
ssp,2017,7,8,2,60,838,22,1,pasa,3,39,n/a,,kdb,nap
ssp,2017,7,8,2,60,838,22,1,stfl,3,2,n/a,,kdb,nap
ssp,2017,7,8,2,60,838,22,1,saso,3,7,n/a,,kdb,nap
ssp,2017,7,8,2,60,838,22,1,stsc,3,1,n/a,,nap,nap
pba,2017,7,9,1,0,835,11,1,shpe,2,192,160,,kdb,nap
pba,2017,7,9,1,0,835,11,1,stpe,3,1,n/a,,kdb,nap
pba,2017,7,9,1,0,835,11,1,thst,3,2,n/a,,kdb,nap
pba,2017,7,9,1,0,835,11,1,bago,3,1,n/a,,kdb,nap
pba,2017,7,9,1,0,835,11,1,pasa,3,3,n/a,,kdb,nap
pba,2017,7,9,1,0,835,11,1,tisc,3,1,n/a,,kdb,nap
pba,2017,7,9,1,0,835,11,1,snpr,3,1,n/a,,kdb,nap
pba,2017,7,9,2,60,852,11,1,thst,3,12,n/a,,kdb,nap
pba,2017,7,9,2,60,852,11,1,bapi,3,13,n/a,,kdb,nap
pba,2017,7,9,2,60,852,11,1,shpe,2,2,n/a,,kdb,nap
pba,2017,7,9,2,60,852,11,1,pasa,3,19,n/a,,kdb,nap
pba,2017,7,9,2,60,852,11,1,enso,3,30,n/a,,kdb,nap
pba,2017,7,9,2,60,852,11,1,crgu,3,2,n/a,,kdb,nap
pba,2017,7,9,2,60,852,11,1,bago,3,1,n/a,,kdb,nap
pba,2017,7,9,2,60,852,11,1,ling,3,9,n/a,,kdb,nap
pba,2017,7,9,2,60,852,11,1,kegr,3,1,n/a,,kdb,nap
pba,2017,7,9,2,60,852,11,1,tisc,3,3,n/a,,kdb,nap
pba,2017,7,9,2,60,852,11,1,tube,3,1,n/a,,kdb,nap
pba,2017,7,9,2,60,852,11,1,stsc,3,10,n/a,,kdb,nap
pba,2017,7,9,2,60,852,11,1,hico,3,1,n/a,,kdb,nap
ppo,2017,7,9,1,0,714,11,1,stsc,3,1,n/a,,kdb,nap
ppo,2017,7,9,1,0,714,11,1,shpe,2,1,n/a,,kdb,nap
ppo,2017,7,9,1,0,714,11,1,pasa,3,4,n/a,,kdb,nap
ppo,2017,7,9,1,0,714,11,1,tisc,3,96,n/a,,kdb,nap
ppo,2017,7,9,1,0,714,11,1,bapi,3,14,n/a,,kdb,nap
ppo,2017,7,9,1,0,714,11,1,boro,3,6,n/a,,kdb,nap
ppo,2017,7,9,1,0,714,11,1,rbsc,3,3,n/a,,kdb,nap
ppo,2017,7,9,1,0,714,11,1,smsc,3,2,n/a,,kdb,nap
ppo,2017,7,9,1,0,714,11,1,tube,3,1,n/a,,kdb,nap
ppo,2017,7,9,1,0,714,11,1,enso,3,1,n/a,,kdb,nap
ppo,2017,7,9,2,50,735,11,2,shpe,2,8,n/a,,kdb,nap
ppo,2017,7,9,2,50,735,11,2,bapi,3,14,n/a,,kdb,nap
ppo,2017,7,9,2,50,735,11,2,pasa,3,1,n/a,,kdb,nap
ppo,2017,7,9,2,50,735,11,2,ling,3,1,n/a,,kdb,nap
ppo,2017,7,9,2,50,735,11,2,tube,3,3,n/a,,kdb,nap
ppo,2017,7,9,2,50,735,11,2,tisc,3,46,n/a,,kdb,nap
ppo,2017,7,9,2,50,735,11,2,stpe,3,2,n/a,,kdb,nap
ppo,2017,7,9,2,50,735,11,2,enso,3,1,n/a,,kdb,nap
ppo,2017,7,9,2,50,735,11,2,pegu,3,1,n/a,,kdb,nap
chp,2017,7,10,1,0,733,11,1,kegr,3,3,n/a,,kdb,nap
chp,2017,7,10,1,0,733,11,1,kegr,3,2,n/a,,kdb,nap
chp,2017,7,10,1,0,733,11,1,stpe,3,2,n/a,,kdb,nap
chp,2017,7,10,1,0,733,11,1,shpe,2,4,n/a,,kdb,nap
chp,2017,7,10,1,0,733,11,1,byro,3,5,n/a,,kdb,nap
chp,2017,7,10,1,0,733,11,1,pasa,3,3,n/a,,kdb,nap
chp,2017,7,10,1,0,733,11,1,enso,3,2,n/a,,kdb,nap
chp,2017,7,10,1,0,733,11,1,tisc,3,12,n/a,,kdb,nap
chp,2017,7,10,1,0,733,11,1,busc,3,7,n/a,,kdb,nap
chp,2017,7,10,1,0,733,11,1,cqbr,3,13,n/a,,kdb,nap
chp,2017,7,10,1,0,733,11,1,unro,3,1,n/a,,kdb,nap
chp,2017,7,10,2,50,756,11,1,shpe,2,6,n/a,,kdb,nap
chp,2017,7,10,2,50,756,11,1,busc,3,2,n/a,,kdb,nap
chp,2017,7,10,2,50,756,11,1,byro,3,3,n/a,,kdb,nap
chp,2017,7,10,2,50,756,11,1,tisc,3,33,n/a,,kdb,nap
chp,2017,7,10,2,50,756,11,1,cqbr,3,7,n/a,,kdb,nap
chp,2017,7,10,2,50,756,11,1,pasa,3,1,n/a,,kdb,nap
hdo,2017,7,10,1,70,951,11,1,bapi,3,55,5,,kdb,nap
hdo,2017,7,10,1,70,951,11,1,shpe,2,3,n/a,,kdb,nap
hdo,2017,7,10,1,70,951,11,1,pasa,3,20,n/a,,kdb,nap
hdo,2017,7,10,1,70,951,11,1,stsc,3,25,n/a,,kdb,nap
hdo,2017,7,10,1,70,951,11,1,paco,3,3,n/a,,kdb,nap
hdo,2017,7,10,1,70,951,11,1,enso,3,15,n/a,,kdb,nap
hdo,2017,7,10,1,70,951,11,1,snpr,3,7,n/a,,kdb,nap
hdo,2017,7,10,1,70,951,11,1,rbsc,3,1,n/a,,kdb,nap
hdo,2017,7,10,1,70,951,11,1,kegr,3,2,n/a,,kdb,nap
hdo,2017,7,10,1,70,951,11,1,bago,3,1,n/a,,kdb,nap
hdo,2017,7,10,2,0,1013,11,1,stsc,3,20,n/a,,kdb,nap
hdo,2017,7,10,2,0,1013,11,1,enso,3,12,n/a,,kdb,nap
hdo,2017,7,10,2,0,1013,11,1,pasa,3,20,n/a,,kdb,nap
hdo,2017,7,10,2,0,1013,11,1,tisc,3,45,n/a,,kdb,nap
hdo,2017,7,10,2,0,1013,11,1,bapi,3,30,15,,kdb,nap
hdo,2017,7,10,2,0,1013,11,1,bago,3,2,n/a,,kdb,nap
hab4,2017,7,20,1,20,517,11,1,enso,3,9,n/a,,jg,kaia
hab4,2017,7,20,1,20,517,11,1,stsc,3,4,n/a,,jg,kaia
hab4,2017,7,20,1,20,517,11,1,dova,3,1,n/a,,jg,kaia
hab4,2017,7,20,1,20,517,11,1,tisc,3,16,n/a,,jg,kaia
hab4,2017,7,20,1,20,517,11,1,busc,3,1,n/a,,jg,kaia
hab4,2017,7,20,1,20,517,11,1,ling,3,2,n/a,,jg,kaia
hab4,2017,7,20,1,20,517,11,1,blgo,3,1,n/a,,jg,kaia
hab4,2017,7,20,2,300,540,11,1,enso,3,37,n/a,,jg,kaia
hab4,2017,7,20,2,300,540,11,1,pasa,3,3,n/a,,jg,kaia
hab4,2017,7,20,2,300,540,11,1,stsc,3,16,n/a,,jg,kaia
hab4,2017,7,20,2,300,540,11,1,tisc,3,7,n/a,,jg,kaia
hab4,2017,7,20,2,300,540,11,1,sand,3,3,n/a,,jg,kaia
hab4,2017,7,20,2,300,540,11,1,pegu,3,4,n/a,,jg,kaia
hab4,2017,7,20,2,300,540,11,1,unco,3,1,n/a,,jg,kaia
hab4,2017,7,20,2,300,540,11,1,pasc,3,1,n/a,,kaia,kaia
hab2,2017,7,21,1,220,607,22,1,enso,3,83,18,,jg,kaia
hab2,2017,7,21,1,220,607,22,1,pasa,3,50,11,,jg,kaia
hab2,2017,7,21,1,220,607,22,1,ling,3,2,n/a,,jg,kaia
hab2,2017,7,21,1,220,607,22,1,saso,3,5,1,,jg,kaia
hab2,2017,7,21,1,220,607,22,1,herr,3,28,n/a,,jg,kaia
hab2,2017,7,21,1,220,607,22,1,sand,3,175,120,,jg,kaia
hab2,2017,7,21,2,100,627,22,1,shpe,2,1,n/a,,jg,kaia
hab2,2017,7,21,2,100,627,22,1,herr,3,58,30,,jg,kaia
hab2,2017,7,21,2,100,627,22,1,busc,3,1,n/a,,jg,kaia
hab2,2017,7,21,2,100,627,22,1,susm,3,1,n/a,,jg,kaia
hab2,2017,7,21,2,100,627,22,1,sand,3,,300,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,shpe,2,180,150,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,thst,2,1,n/a,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,thst,1,223,200,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,crgu,3,34,n/a,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,cqbr,3,2,n/a,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,enso,3,62,n/a,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,pasa,3,3,n/a,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,saso,3,2,n/a,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,stsc,3,15,n/a,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,tisc,3,81,10,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,shpe,1,173,150,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,bapi,3,9,n/a,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,snpr,3,22,n/a,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,tube,3,2,n/a,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,grsc,3,8,n/a,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,kepe,3,2,n/a,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,stpe,3,3,n/a,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,reil,3,1,n/a,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,bago,3,1,n/a,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,blgo,3,1,n/a,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,ling,3,1,n/a,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,ungu,3,1,n/a,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,hico,3,1,n/a,,jg,kaia
fei3,2017,7,22,1,40,617,11,1,cabe,3,1,n/a,,jg,kaia
fei3,2017,7,22,2,200,646,11,1,shpe,2,75,75,,jg,kaia
fei3,2017,7,22,2,200,646,11,1,shpe,1,5,n/a,,jg,kaia
fei3,2017,7,22,2,200,646,11,1,thst,1,6,n/a,,jg,kaia
fei3,2017,7,22,2,200,646,11,1,stsc,3,11,10,,jg,kaia
fei3,2017,7,22,2,200,646,11,1,tisc,3,20,20,,jg,kaia
fei3,2017,7,22,2,200,646,11,1,roso,3,1,n/a,,jg,kaia
fei3,2017,7,22,2,200,646,11,1,enso,3,38,n/a,,jg,kaia
fei3,2017,7,22,2,200,646,11,1,stpe,3,1,n/a,,jg,kaia
fei3,2017,7,22,2,200,646,11,1,crgu,3,15,n/a,,jg,kaia
fei3,2017,7,22,2,200,646,11,1,bapi,3,6,n/a,,jg,kaia
fei3,2017,7,22,2,200,646,11,1,tisc,3,2,n/a,,jg,kaia
fei3,2017,7,22,2,200,646,11,1,grsc,3,4,n/a,,jg,kaia
fei3,2017,7,22,2,200,646,11,1,rbsc,3,1,n/a,,jg,kaia
fei3,2017,7,22,2,200,646,11,1,pasa,3,2,n/a,,jg,kaia
fei3,2017,7,22,2,200,646,11,1,kecl,3,2,n/a,,jg,kaia
