,site,year,month,day,replicate,species,stage,length,comments,entered,checked
41468,fan1,2020,7,25,2,cqbr,1,39,,AO,CP
41469,gog4,2020,7,26,1,saso,3,39,,CP,AO
41470,ssp,2021,7,9,1,tube,3,39,,CP,RO
41471,ppo,2021,7,10,1,shpe,1,39,,CP,RO
41472,kis2,2021,7,12,2,tube,3,39,,RO,KB
41473,fan1,2021,7,14,2,tube,1,39,,RO,CP
41474,sni11,2015,8,14,1,herr,3,38.9,,midoli,zach
41475,pba,2016,5,9,2,herr,3,38.8,,zach,kaia
41476,fei3,2015,8,2,1,herr,3,38.5,,,
41477,pba,2016,5,9,2,herr,3,38.3,,zach,kaia
41478,pba,2016,5,9,2,herr,3,38.1,,zach,kaia
41479,kis1,2014,6,13,1,enso,3,38,,carolyn,midoli
41480,ssp,2014,7,2,1,sand,1,38,,carolyn,midoli
41481,fei2,2014,7,11,1,shpe,1,38,,ben,midoli
41482,fei2,2014,7,11,1,shpe,1,38,,ben,midoli
41483,fei2,2014,7,11,1,shpe,1,38,,ben,midoli
41484,fan1,2014,7,13,2,masc,3,38,,ben,ben
41485,sni1,2014,7,14,1,grsc,3,38,,midoli,ben
41486,sni2,2014,7,14,1,blgo,3,38,,midoli,ben
41487,sni2,2014,7,14,1,tisc,2,38,,midoli,ben
41488,ssp,2014,7,25,2,tube,3,38,,midoli,ben
41489,ssp,2014,7,25,2,cqbr,1,38,,midoli,ben
41490,ssp,2014,7,25,2,cqbr,1,38,,midoli,ben
41491,gog1,2014,7,26,1,cqbr,1,38,,midoli/carolyn,ben
41492,fan3,2014,7,27,1,cqbr,1,38,,midoli/carolyn,ben
41493,fan3,2014,7,27,2,masc,3,38,,midoli/carolyn,ben
41494,kis6,2014,7,28,1,cqbr,3,38,,,ben
41495,ppo,2014,8,13,1,tisc,1,38,,midoli,carolyn
41496,chp,2014,8,14,1,shsc,3,38,FABS0088,ben,carolyn
41497,chp,2014,8,14,2,busc,3,38,,ben,carolyn
41498,ssp,2014,8,14,2,cqbr,3,38,,ben,carolyn
41499,fei4,2014,8,15,1,kecl,3,38,,carolyn,m
41500,fei4,2014,8,15,1,kecl,3,38,,carolyn,m
41501,sni4,2014,8,22,1,cqbr,3,38,,midoli,carolyn
41502,fei5,2014,8,23,1,kecl,3,38,,carolyn,midoli
41503,fei5,2014,8,23,1,kecl,3,38,,carolyn,midoli
41504,fei5,2014,8,23,2,kecl,3,38,,carolyn,midoli
41505,pba,2014,9,8,1,thst,1,38,,carolyn,midoli
41506,rie3,2014,9,12,2,sock,3,38,,midoli,carolyn
41507,wfb,2015,5,2,1,sand,1,38,,ben,ben
41508,wfb,2015,5,2,2,enso,1,38,,ben,ben
41509,ssp,2015,5,2,1,sand,1,38,,ben,ben
41510,ssp,2015,5,2,1,sand,1,38,,ben,ben
41511,ssp,2015,5,2,1,enso,1,38,,ben,ben
41512,ssp,2015,5,2,2,pasa,1,38,,ben,ben
41513,ssp,2015,5,2,2,saso,1,38,,ben,ben
41514,hdo,2015,5,3,1,pasa,1,38,,ben,midoli
41515,chp,2015,5,4,1,enso,1,38,,midoli,ben
41516,chp,2015,5,4,1,enso,1,38,,midoli,ben
41517,ppo,2015,5,20,1,kecl,2,38,,midoli/zach,zach
41518,pba,2015,5,20,2,enso,3,38,,midoli/zach,zach
41519,sni5,2015,5,22,1,tisc,3,38,,midoli,zach
41520,sni5,2015,5,22,1,enso,1,38,,midoli,zach
41521,sni5,2015,5,22,1,enso,1,38,,midoli,zach
41522,sni6,2015,5,22,2,herr,3,38,,midoli,zach
41523,sni6,2015,5,22,2,herr,3,38,,midoli,zach
41524,sni6,2015,5,22,2,herr,3,38,,midoli,zach
41525,sni6,2015,5,22,2,herr,3,38,,midoli,zach
41526,sni6,2015,5,22,2,sand,1,38,,midoli,zach
41527,kis7,2015,5,23,1,stsc,1,38,,,zach
41528,kis7,2015,5,23,2,pegu,3,38,,,zach
41529,ssp,2015,5,31,1,saso,3,38,,zach,ben
41530,ssp,2015,5,31,1,saso,3,38,,zach,ben
41531,ssp,2015,5,31,1,sisc,3,38,,zach,ben
41532,ssp,2015,5,31,1,sand,1,38,,zach,ben
41533,koe1,2015,6,1,2,saso,3,38,,midoli,ben
41534,chp,2015,6,2,1,enso,3,38,,ben,midoli
41535,chp,2015,6,2,2,enso,3,38,,ben,midoli
41536,chp,2015,6,2,2,enso,3,38,,ben,midoli
41537,hdo,2015,6,2,1,tube,3,38,,ben,midoli
41538,hab4,2015,6,13,1,herr,3,38,,ben,midoli
41539,hab5,2015,6,14,1,tube,1,38,,zach,midoli
41540,hab7,2015,6,14,1,cabe,1,38,,zach,midoli
41541,nam1,2015,6,16,1,tube,1,38,,zach,ben
41542,nam1,2015,6,16,1,cqbr,1,38,,zach,ben
41543,nam1,2015,6,16,1,kecl,2,38,,zach,ben
41544,nam1,2015,6,16,2,kecl,2,38,,zach,ben
41545,nam1,2015,6,16,2,kecl,2,38,,zach,ben
41546,nam2,2015,6,16,2,kecl,2,38,,zach,ben
41547,kis1,2015,6,17,2,smsc,3,38,,,ben
41548,fei10,2015,6,18,2,busc,1,38,,,ben
41549,chp,2015,7,3,2,busc,3,38,,ben,ben
41550,fan3,2015,7,5,1,tisc,3,38,,ben,ben
41551,gog2,2015,7,6,1,enso,3,38,,zach,ben
41552,gog2,2015,7,6,1,saso,3,38,,zach,ben
41553,kis2,2015,7,7,1,busc,3,38,,kaia,ben
41554,kis2,2015,7,7,2,pasc,3,38,,kaia,ben
41555,kis6,2015,7,7,1,shpe,1,38,,kaia,ben
41556,kis6,2015,7,7,2,shpe,1,38,,kaia,ben
41557,hab4,2015,7,13,1,tisc,3,38,,zach,zach
41558,fei2,2015,7,14,1,shpe,1,38,,ben,zach
41559,fei2,2015,7,14,1,unco,3,38,,ben,zach
41560,wfb,2015,7,28,1,sand,3,38,,ben,zach
41561,chp,2015,7,30,1,cqbr,1,38,,zach,ben
41562,chp,2015,7,30,1,pasa,3,38,,zach,ben
41563,chp,2015,7,30,1,tisc,3,38,,zach,ben
41564,chp,2015,7,30,1,tisc,3,38,,zach,ben
41565,fei3,2015,8,2,1,herr,3,38,,,
41566,fei4,2015,8,2,1,cqbr,1,38,,,
41567,fei4,2015,8,2,1,cqbr,1,38,,,
41568,fei4,2015,8,2,1,kecl,3,38,,,
41569,fei4,2015,8,2,2,stpe,1,38,,,
41570,sni9,2015,8,13,1,cqbr,3,38,,ben,zach
41571,sni9,2015,8,13,2,tisc,3,38,,ben,zach
41572,sni10,2015,8,13,1,cqbr,3,38,,ben,zach
41573,sni12,2015,8,14,1,kecl,3,38,,midoli,zach
41574,gog4,2015,8,15,2,cqbr,1,38,,zach,ben
41575,gog4,2015,8,15,2,cqbr,1,38,,zach,ben
41576,gog4,2015,8,15,2,kecl,3,38,,zach,ben
41577,ris7,2015,8,17,1,cqbr,3,38,,ben,midoli
41578,ris7,2015,8,17,2,kecl,3,38,,ben,midoli
41579,ris7,2015,8,17,2,kecl,3,38,,ben,midoli
41580,ris7,2015,8,17,2,kecl,3,38,,ben,midoli
41581,ris7,2015,8,17,2,kecl,3,38,,ben,midoli
41582,pba,2015,9,12,1,thst,1,38,,zach,zach
41583,ssp,2016,4,7,1,sand,1,38,,ben,kaia
41584,ssp,2016,4,7,1,sand,1,38,,ben,kaia
41585,wfb,2016,4,8,1,sand,1,38,,zach,midoli
41586,wfb,2016,4,8,1,pink,3,38,,zach,midoli
41587,chp,2016,4,8,1,pink,1,38,,zach,midoli
41588,chp,2016,4,8,2,pegu,3,38,,zach,midoli
41589,pba,2016,4,9,2,cabe,3,38,,zach,midoli
41590,pba,2016,4,9,2,cabe,3,38,,zach,midoli
41591,ssp,2016,5,8,1,paco,3,38,,zach,kaia
41592,pba,2016,5,9,2,sisc,3,38,,zach,kaia
41593,ppo,2016,6,3,1,tisc,3,38,,kaia,midoli
41594,wfb,2016,6,6,1,saso,3,38,,midoli,kaia
41595,ssp,2016,6,6,2,pegu,3,38,,midoli,kaia
41596,ssp,2016,7,4,1,cqbr,3,38,,kaia,midoli
41597,ssp,2016,7,4,1,tube,3,38,,kaia,midoli
41598,sni1,2016,7,20,1,herr,3,38,,gillian,ben
41599,sni2,2016,7,20,2,pasc,3,38,,ben,midoli
41600,sni2,2016,7,20,2,pasc,3,38,,ben,midoli
41601,kis1,2016,7,21,2,masc,3,38,,kaia,midoli
41602,kis1,2016,7,21,2,masc,3,38,,kaia,midoli
41603,kis2,2016,7,22,2,cabe,3,38,,gillian,midoli
41604,kis2,2016,7,22,2,pasc,3,38,,gillian,midoli
41605,kis2,2016,7,22,2,pasc,3,38,,gillian,midoli
41606,gog4,2016,7,22,1,saso,3,38,,gillian,midoli
41607,gog4,2016,7,22,1,enso,3,38,,gillian,midoli
41608,gog1,2016,7,22,1,cqbr,3,38,,gillian,midoli
41609,gog1,2016,7,22,2,cqbr,3,38,,gillian,midoli
41610,fei4,2016,7,25,2,tisc,3,38,,kaia,midoli
41611,fei4,2016,7,25,2,tisc,3,38,,kaia,midoli
41612,fei4,2016,7,25,2,coso,3,38,,kaia,midoli
41613,fei4,2016,7,25,2,kecl,3,38,,kaia,midoli
41614,ppo,2016,8,3,1,tisc,3,38,,midoli,ben
41615,ppo,2016,8,3,1,tisc,3,38,,midoli,ben
41616,chp,2016,8,3,1,cqbr,3,38,,midoli,ben
41617,chp,2016,8,3,2,cqbr,3,38,,midoli,ben
41618,chp,2016,8,3,2,cqbr,3,38,,midoli,ben
41619,chp,2016,8,3,2,tisc,3,38,,midoli,ben
41620,ppo,2016,9,18,2,tisc,3,38,,ben,
41621,pba,2016,9,18,1,thst,3,38,,ben,
41622,pba,2016,9,18,1,thst,3,38,,ben,
41623,chp,2016,9,19,1,busc,3,38,,ang,
41624,pba,2016,11,17,2,thst,1,38,,ben,
41625,ssp,2017,3,30,1,pink,3,38,,tyrel,
41626,ppo,2017,3,31,1,tisc,3,38,,tyrel,tyrel
41627,ppo,2017,5,24,1,enso,3,38,,ang,kdb
41628,pba,2017,5,24,2,enso,3,38,,ang,kdb
41629,wfb,2017,5,26,1,herr,3,38,,kdb,
41630,wfb,2017,5,26,1,herr,3,38,,zach,zach
41631,wfb,2017,5,26,1,enso,3,38,,kdb,
41632,ssp,2017,5,26,1,enso,3,38,,kdb,
41633,ssp,2017,5,26,2,herr,3,38,,zach,zach
41634,wfb,2017,6,13,1,enso,3,38,,neha,
41635,wfb,2017,6,13,1,saso,3,38,,neha,
41636,wfb,2017,7,8,1,enso,3,38,,kdb,nap
41637,hab4,2017,7,20,2,unco,3,38,,jg,kaia
41638,fei4,2017,7,22,2,cqbr,3,38,,jg,kaia
41639,fei4,2017,7,22,2,cqbr,3,38,,jg,kaia
41640,kis2,2017,7,24,1,unro,3,38,,jg,kaia
41641,kis2,2017,7,24,2,busc,3,38,,jg,kaia
41642,kis2,2017,7,24,2,cqbr,3,38,,jg,kaia
41643,kis2,2017,7,24,2,tube,3,38,,jg,kaia
41644,ris1,2017,7,25,1,kepe,1,38,,jg,kaia
41645,gog4,2017,7,26,1,enso,3,38,,jg,jg
41646,gog1,2017,7,26,1,pagr,3,38,,jg,jg
41647,fan3,2017,7,28,1,cqbr,3,38,,jg,kaia
41648,fan3,2017,7,28,1,cqbr,3,38,,jg,kaia
41649,chp,2017,8,24,1,busc,3,38,,kaia,bmm
41650,chp,2017,8,24,1,busc,3,38,,kaia,bmm
41651,hdo,2018,3,19,1,thst,3,38,,ben,
41652,hdo,2018,3,19,1,thst,3,38,,ben,
41653,hdo,2018,3,19,1,thst,3,38,,ben,
41654,hdo,2018,3,19,1,chum,1,38,,ben,
41655,hdo,2018,3,19,2,thst,3,38,,ben,
41656,hdo,2018,3,19,2,thst,3,38,,ben,
41657,hdo,2018,3,19,2,thst,3,38,,ben,
41658,hdo,2018,3,19,2,thst,3,38,,ben,
41659,hdo,2018,3,19,2,chum,1,38,,ben,
41660,ppo,2018,3,19,1,thst,3,38,,ben,
41661,ppo,2018,3,19,1,thst,3,38,,ben,
41662,ppo,2018,3,19,1,thst,3,38,,ben,
41663,ppo,2018,3,19,1,thst,3,38,,ben,
41664,ppo,2018,3,19,1,thst,3,38,,ben,
41665,ppo,2018,3,19,2,pink,3,38,,ben,
41666,pba,2018,3,20,2,thst,3,38,,ben,
41667,pba,2018,3,20,2,thst,3,38,,ben,
41668,pba,2018,3,20,2,thst,3,38,,ben,
41669,pba,2018,3,20,2,thst,3,38,,ben,
41670,wfb,2018,3,21,1,enso,3,38,,ben,
41671,wfb,2018,3,21,1,saso,3,38,,ben,
41672,wfb,2018,3,21,1,saso,3,38,,ben,
41673,chp,2018,5,29,2,enso,3,38,,,
41674,pba,2018,5,30,1,bago,3,38,,,
41675,pba,2018,5,30,2,enso,3,38,,,
41676,pba,2018,5,30,2,enso,3,38,,,
41677,hdo,2018,5,30,1,grsc,3,38,,,
41678,hdo,2018,5,30,1,enso,3,38,,,
41679,hdo,2018,5,30,2,grsc,3,38,,,
41680,wfb,2018,5,31,1,enso,3,38,,,
41681,wfb,2018,5,31,1,enso,3,38,,,
41682,wfb,2018,5,31,1,enso,3,38,,,
41683,wfb,2018,5,31,1,enso,3,38,,,
41684,wfb,2018,5,31,1,enso,3,38,,,
41685,wfb,2018,5,31,1,enso,3,38,,,
41686,wfb,2018,5,31,1,enso,3,38,,,
41687,wfb,2018,5,31,1,enso,3,38,,,
41688,wfb,2018,5,31,1,enso,3,38,,,
41689,wfb,2018,5,31,1,enso,3,38,,,
41690,wfb,2018,5,31,1,enso,3,38,,,
41691,wfb,2018,5,31,1,saso,3,38,,,
41692,wfb,2018,5,31,2,sand,3,38,,,
41693,wfb,2018,5,31,2,sand,3,38,,,
41694,wfb,2018,5,31,2,herr,3,38,,,
41695,ssp,2018,5,31,1,enso,3,38,,,
41696,ssp,2018,5,31,1,enso,3,38,,,
41697,ssp,2018,5,31,1,enso,3,38,,,
41698,ssp,2018,5,31,1,enso,3,38,,,
41699,ssp,2018,5,31,1,enso,3,38,,,
41700,ssp,2018,5,31,1,sand,3,38,,,
41701,ssp,2018,5,31,1,cqbr,3,38,,,
41702,pba,2018,7,10,1,tisc,3,38,,CP,
41703,pba,2018,7,10,1,tisc,3,38,,CP,
41704,hab4,2018,7,11,1,busc,3,38,,TF,TF
41705,hab172,2018,7,11,2,unar,3,38,,TF,
41706,ppo,2018,7,11,2,tisc,3,38,,cp,
41707,ppo,2018,7,11,2,tisc,3,38,,cp,
41708,wfb,2018,7,12,1,sand,3,38,,op,
41709,wfb,2018,7,12,1,sand,3,38,,op,
41710,wfb,2018,7,12,1,sand,3,38,,op,
41711,wfb,2018,7,12,1,sand,3,38,,op,
41712,ssp,2018,7,12,1,tube,1,38,,zm,
41713,ssp,2018,7,12,1,tube,1,38,,zm,
41714,kis1,2018,7,13,2,unsc,3,38,SEE PHOTOS ON LAB CAMERA,ZM,TF
41715,kis2,2018,7,13,1,herr,1,38,,ZM,TF
41716,kis2,2018,7,13,1,enso,3,38,,ZM,TF
41717,kis2,2018,7,13,1,masc,3,38,,ZM,TF
41718,kis2,2018,7,13,2,masc,3,38,,ZM,TF
41719,gog4,2018,7,14,1,enso,3,38,,TF,
41720,gog4,2018,7,14,1,enso,3,38,,TF,
41721,gog4,2018,7,14,1,enso,3,38,,TF,
41722,gog4,2018,7,14,1,enso,3,38,,TF,
41723,gog4,2018,7,14,1,enso,3,38,,TF,
41724,gog4,2018,7,14,1,tube,3,38,,TF,
41725,gog4,2018,7,14,1,saso,3,38,,TF,
41726,gog4,2018,7,14,1,kecl,3,38,,TF,
41727,gog4,2018,7,14,1,kecl,3,38,,TF,
41728,gog4,2018,7,14,1,kecl,3,38,,TF,
41729,gog4,2018,7,14,1,masc,3,38,,TF,
41730,gog1,2018,7,14,2,kecl,3,38,,TF,
41731,gog1,2018,7,14,2,kecl,3,38,,TF,
41732,gog1,2018,7,14,1,tube,3,38,,TF,
41733,gog1,2018,7,14,1,masc,3,38,,TF,
41734,gog1,2018,7,14,1,masc,3,38,,TF,
41735,gog1,2018,7,14,1,masc,3,38,,TF,
41736,gog1,2018,7,14,1,pegu,3,38,,TF,
41737,fan1,2018,7,15,1,shpe,1,38,,TF,
41738,fan1,2018,7,15,1,tube,3,38,,TF,
41739,fan1,2018,7,15,1,masc,3,38,,TF,
41740,fan1,2018,7,15,1,masc,3,38,,TF,
41741,fan1,2018,7,15,1,masc,3,38,,TF,
41742,fan1,2018,7,15,1,masc,3,38,,TF,
41743,fan1,2018,7,15,1,masc,3,38,,TF,
41744,fan1,2018,7,15,1,masc,3,38,,TF,
41745,fan3,2018,7,15,1,tisc,3,38,,CP,
41746,fan3,2018,7,15,2,masc,3,38,,CP,
41747,sni1,2018,7,16,1,crgu,3,38,,CP,
41748,sni2,2018,7,16,1,herr,3,38,,CP,
41749,sni2,2018,7,16,1,herr,3,38,,CP,
41750,sni2,2018,7,16,1,herr,3,38,,CP,
41751,sni2,2018,7,16,1,herr,3,38,,CP,
41752,sni2,2018,7,16,1,herr,3,38,,CP,
41753,sni2,2018,7,16,1,herr,3,38,,CP,
41754,sni2,2018,7,16,1,herr,3,38,,CP,
41755,sni2,2018,7,16,1,herr,3,38,,CP,
41756,sni2,2018,7,16,1,herr,3,38,,CP,
41757,sni2,2018,7,16,1,herr,3,38,,CP,
41758,sni2,2018,7,16,1,herr,3,38,,CP,
41759,sni2,2018,7,16,1,herr,3,38,,CP,
41760,sni2,2018,7,16,1,herr,3,38,,CP,
41761,sni2,2018,7,16,1,herr,3,38,,CP,
41762,sni2,2018,7,16,1,herr,3,38,,CP,
41763,sni2,2018,7,16,1,herr,3,38,,CP,
41764,sni2,2018,7,16,1,herr,3,38,,CP,
41765,sni2,2018,7,16,1,herr,3,38,,CP,
41766,sni2,2018,7,16,1,herr,3,38,,CP,
41767,sni2,2018,7,16,1,herr,3,38,,CP,
41768,sni2,2018,7,16,1,herr,3,38,,CP,
41769,sni2,2018,7,16,1,herr,3,38,,CP,
41770,sni2,2018,7,16,1,herr,3,38,,CP,
41771,sni2,2018,7,16,1,herr,3,38,,CP,
41772,sni2,2018,7,16,1,herr,3,38,,CP,
41773,sni2,2018,7,16,1,herr,3,38,,CP,
41774,sni2,2018,7,16,1,herr,3,38,,CP,
41775,sni2,2018,7,16,1,herr,3,38,,CP,
41776,sni2,2018,7,16,1,herr,3,38,,CP,
41777,fei4,2018,7,17,1,shpe,1,38,,CP,
41778,fei4,2018,7,17,1,cqbr,3,38,,CP,
41779,fei4,2018,7,17,2,kecl,3,38,,CP,
41780,fei4,2018,7,17,2,kecl,3,38,,CP,
41781,fei4,2018,7,17,2,kecl,3,38,,CP,
41782,fei4,2018,7,17,2,kecl,3,38,,CP,
41783,fei3,2018,7,17,1,tisc,3,38,,TF,
41784,fei3,2018,7,17,1,unar,3,38,,TF,
41785,fei3,2018,7,17,2,shpe,1,38,,TF,
41786,fei3,2018,7,17,2,shpe,1,38,,TF,
41787,ris1,2018,7,19,1,enso,3,38,,TF,
41788,ris1,2018,7,19,1,enso,3,38,,TF,
41789,ppo,2018,8,23,1,shpe,1,38,,,
41790,ppo,2018,8,23,1,shpe,1,38,,,
41791,ppo,2018,8,23,1,tisc,3,38,,,
41792,ppo,2018,8,23,1,tisc,3,38,,,
41793,ppo,2018,8,23,1,tisc,3,38,,,
41794,ppo,2018,8,23,2,tisc,3,38,,,
41795,ppo,2018,8,23,2,tisc,3,38,,,
41796,ppo,2018,8,23,2,tisc,3,38,,,
41797,chp,2018,8,25,2,tisc,3,38,,,
41798,chp,2018,8,25,2,tisc,3,38,,,
41799,pba,2018,8,25,1,thst,3,38,,,
41800,ppo,2019,7,31,1,tisc,3,38,,TF,KB
41801,ppo,2019,7,31,1,tisc,3,38,,TF,KB
41802,ppo,2019,7,31,1,tisc,3,38,,TF,KB
41803,ppo,2019,7,31,1,tisc,3,38,,TF,KB
41804,kis2,2019,8,1,2,cqbr,1,38,,KB,KB
41805,kis2,2019,8,1,2,cqbr,1,38,,KB,KB
41806,gog4,2019,8,2,1,enso,3,38,,TF,ZM
41807,gog4,2019,8,2,1,enso,3,38,,TF,ZM
41808,gog1,2019,8,2,1,tube,3,38,,TF,ZM
41809,gog1,2019,8,2,2,tube,3,38,,TF,ZM
41810,gog1,2019,8,2,2,tube,3,38,,TF,ZM
41811,gog1,2019,8,2,2,kecl,3,38,,TF,ZM
41812,gog1,2019,8,2,2,kecl,3,38,,TF,ZM
41813,fan1,2019,8,3,2,masc,3,38,,KB,TF
41814,fan1,2019,8,3,2,kecl,3,38,,KB,TF
41815,fan3,2019,8,3,1,tube,3,38,,KB,TF
41816,fan3,2019,8,3,1,cqbr,1,38,,KB,TF
41817,chp,2020,7,19,2,cqbr,1,38,,CP,ZM
41818,gog4,2020,7,26,1,enso,3,38,,CP,AO
41819,gog4,2020,7,26,1,enso,3,38,,CP,AO
41820,gog4,2020,7,26,1,enso,3,38,,CP,AO
41821,gog4,2020,7,26,1,saso,3,38,,CP,AO
41822,gog1,2020,8,4,1,shpe,3,38,,AO,CP
41823,ssp,2021,7,9,1,grsc,3,38,,CP,RO
41824,ssp,2021,7,9,2,saso,3,38,,CP,RO
41825,koe1,2021,7,11,2,saso,1,38,,CP,RO
41826,kis2,2021,7,12,1,masc,1,38,,RO,KB
41827,gog1,2021,7,13,1,shpe,1,38,,KB,CP
41828,gog1,2021,7,13,2,tube,1,38,,KB,CP
41829,fan3,2021,7,14,2,masc,1,38,,CP,RO
41830,ris1,2015,8,1,2,herr,3,37.9,,kaia,zach
41831,ris1,2015,8,1,2,herr,3,37.9,,kaia,zach
41832,pba,2016,5,9,2,herr,3,37.8,,zach,kaia
41833,pba,2016,5,9,2,herr,3,37.5,,zach,kaia
41834,pba,2016,5,9,2,herr,3,37.2,,zach,kaia
41835,ssp,2014,6,11,1,sand,3,37,,midoli,midoli
41836,ssp,2014,7,2,1,sand,1,37,,carolyn,midoli
41837,wfb,2014,7,9,1,saso,3,37,,midoli,midoli
41838,fei1,2014,7,11,1&2,tisc,3,37,,ben,midoli
41839,fei2,2014,7,11,1,shpe,1,37,,ben,midoli
41840,kis3,2014,7,12,1,shpe,1,37,,midoli,ben
41841,fan1,2014,7,13,1,tube,3,37,,ben,ben
41842,fan1,2014,7,13,2,tube,3,37,,ben,ben
41843,fan1,2014,7,13,2,masc,3,37,,ben,ben
41844,sni1,2014,7,14,1,grsc,3,37,,midoli,ben
41845,sni1,2014,7,14,1,kecl,3,37,,midoli,ben
41846,sni2,2014,7,14,1,herr,3,37,,midoli,ben
41847,ssp,2014,7,25,2,tube,3,37,,midoli,ben
41848,ssp,2014,7,25,2,cqbr,1,37,,midoli,ben
41849,ssp,2014,7,25,2,masc,3,37,,midoli,ben
41850,ssp,2014,7,25,2,unar,3,37,,midoli,ben
41851,fan3,2014,7,27,2,masc,3,37,,midoli/carolyn,ben
41852,kis6,2014,7,28,2,cabe,3,37,,,ben
41853,gog2,2014,7,30,2,saso,3,37,,midoli,midoli
41854,gog2,2014,7,30,2,byro,3,37,,midoli,midoli
41855,ppo,2014,8,13,1,tisc,1,37,,midoli,carolyn
41856,ppo,2014,8,13,2,masc,3,37,,midoli,carolyn
41857,chp,2014,8,14,1,busc,3,37,,ben,carolyn
41858,chp,2014,8,14,2,busc,3,37,,ben,carolyn
41859,ssp,2014,8,14,2,cqbr,3,37,,ben,carolyn
41860,fei4,2014,8,15,1,kecl,3,37,,carolyn,m
41861,fei4,2014,8,15,1,kecl,3,37,,carolyn,m
41862,fei4,2014,8,15,1,kecl,3,37,,carolyn,m
41863,fei4,2014,8,15,1,thst,1,37,,carolyn,m
41864,fei4,2014,8,15,2,thst,3,37,,carolyn,m
41865,fei7,2014,8,25,2,tisc,3,37,,ben,carolyn
41866,ssp,2015,5,2,1,pink,1,37,,ben,ben
41867,pba,2015,5,3,1,enso,1,37,,ben,midoli
41868,pba,2015,5,3,1,enso,1,37,,ben,midoli
41869,ppo,2015,5,20,1,kecl,2,37,,midoli/zach,zach
41870,ppo,2015,5,20,1,kecl,2,37,,midoli/zach,zach
41871,pba,2015,5,20,2,tube,1,37,,midoli/zach,zach
41872,sni5,2015,5,22,1,blgo,3,37,,midoli,zach
41873,sni5,2015,5,22,1,enso,1,37,,midoli,zach
41874,sni5,2015,5,22,2,blgo,3,37,,midoli,zach
41875,sni6,2015,5,22,1,blgo,3,37,,midoli,zach
41876,sni6,2015,5,22,1,blgo,3,37,,midoli,zach
41877,sni6,2015,5,22,2,herr,3,37,,midoli,zach
41878,sni6,2015,5,22,2,herr,3,37,,midoli,zach
41879,sni6,2015,5,22,2,herr,3,37,,midoli,zach
41880,sni6,2015,5,22,2,herr,3,37,,midoli,zach
41881,sni6,2015,5,22,2,herr,3,37,,midoli,zach
41882,sni6,2015,5,22,2,herr,3,37,,midoli,zach
41883,sni6,2015,5,22,2,herr,3,37,,midoli,zach
41884,wfb,2015,5,31,1,herr,1,37,,zach,ben
41885,hdo,2015,6,2,2,tube,3,37,,ben,midoli
41886,hdo,2015,6,2,2,enso,3,37,,ben,midoli
41887,hab4,2015,6,13,1,herr,3,37,,ben,midoli
41888,hab7,2015,6,14,1,herr,1,37,,zach,midoli
41889,nam1,2015,6,16,1,tube,1,37,,zach,ben
41890,wfb,2015,7,1,1,herr,3,37,,,ben
41891,pba,2015,7,2,1,tisc,3,37,,,ben
41892,pba,2015,7,2,1,tisc,3,37,,,ben
41893,pba,2015,7,2,2,tisc,3,37,,,ben
41894,chp,2015,7,3,1,tube,3,37,,ben,ben
41895,gog2,2015,7,6,1,enso,3,37,,zach,ben
41896,gog3,2015,7,6,1,saso,3,37,,zach,ben
41897,hab1,2015,7,13,1,tisc,3,37,,zach,zach
41898,hab4,2015,7,13,1,tisc,3,37,,zach,zach
41899,hab4,2015,7,13,1,tisc,3,37,,zach,zach
41900,hab4,2015,7,13,1,tisc,3,37,,zach,zach
41901,hab4,2015,7,13,1,cqbr,1,37,,zach,zach
41902,pba,2015,7,30,1,tisc,3,37,,zach,ben
41903,chp,2015,7,30,1,cqbr,1,37,,zach,ben
41904,chp,2015,7,30,1,cqbr,1,37,,zach,ben
41905,chp,2015,7,30,1,cqbr,1,37,,zach,ben
41906,chp,2015,7,30,1,cqbr,1,37,,zach,ben
41907,chp,2015,7,30,1,cqbr,1,37,,zach,ben
41908,chp,2015,7,30,1,cqbr,1,37,,zach,ben
41909,chp,2015,7,30,1,cqbr,1,37,,zach,ben
41910,chp,2015,7,30,1,tisc,3,37,,zach,ben
41911,chp,2015,7,30,1,busc,3,37,,zach,ben
41912,ris3,2015,8,1,1,tisc,3,37,,kaia,zach
41913,ris3,2015,8,1,2,busc,3,37,,kaia,zach
41914,ris3,2015,8,1,2,busc,3,37,,kaia,zach
41915,ris1,2015,8,1,2,herr,3,37,,kaia,zach
41916,fei3,2015,8,2,2,tisc,3,37,,,
41917,fei4,2015,8,2,1,cqbr,1,37,,,
41918,fei4,2015,8,2,1,cqbr,1,37,,,
41919,sni9,2015,8,13,1,cqbr,3,37,,ben,zach
41920,sni10,2015,8,13,1,cqbr,3,37,,ben,zach
41921,sni10,2015,8,13,1,cqbr,3,37,,ben,zach
41922,sni11,2015,8,14,2,saso,3,37,,midoli,zach
41923,sni11,2015,8,14,2,tisc,3,37,,midoli,zach
41924,sni11,2015,8,14,2,tisc,3,37,,midoli,zach
41925,sni11,2015,8,14,2,tisc,3,37,,midoli,zach
41926,sni12,2015,8,14,1,cqbr,1,37,,midoli,zach
41927,gog1,2015,8,15,1,stke,3,37,,zach,ben
41928,ris7,2015,8,17,1,cqbr,3,37,,ben,midoli
41929,ris7,2015,8,17,1,cqbr,3,37,,ben,midoli
41930,ris7,2015,8,17,1,tisc,3,37,,ben,midoli
